sequence,timestamp_sec,timestamp_nsec,uniqueID,pixels_u,pixels_v,x,y,z
10,1,36909568,381,141.3177948,152.9125061,-12.76660061,-0.873480737,25.14442444
10,1,36909568,524,398.3125916,166.9105072,-13.82403851,-1.133674741,47.80437851
10,1,36909568,383,690.4817505,5.958865166,0.942879438,-4.095619678,23.54133987
10,1,36909568,385,266.8491211,49.44157028,-11.13097382,-4.047068119,28.18066788
10,1,36909568,393,423.874054,29.82902527,-6.648430824,-4.753209591,28.80575562
10,1,36909568,394,530.6677856,229.4651337,-4.239329815,1.548786759,34.27230453
10,1,36909568,422,482.5024719,97.00833893,-8.462721825,-4.706848621,45.08795547
10,1,36909568,450,1009.594971,142.5616913,7.401741982,-0.970588088,22.5237236
10,1,36909568,473,937.430542,37.90113831,3.158555508,-1.765029788,15.74180698
10,1,36909568,478,1050.581665,142.3685303,8.234788895,-0.977265418,22.55588722
10,1,36909568,480,380.4617004,240.8609619,-7.888297081,1.588358402,28.59833527
10,1,36909568,481,811.1784668,318.831665,1.826672077,1.478418708,15.9885416
10,1,36909568,482,126.6093903,205.9696503,-12.98526669,0.454090208,24.91617393
10,1,36909568,484,114.2948074,247.9170074,-12.7546339,1.419624686,24.19029236
10,1,36909568,494,304.5004578,285.777832,-5.707963467,1.575583935,19.07145882
10,1,36909568,502,395.1631775,92.52922821,-7.240249634,-2.73693347,28.00432777
10,1,36909568,503,300.3850098,55.23567963,-10.00527191,-3.835102797,27.94553757
10,1,36909568,505,208.8345795,304.7346802,-6.094206333,1.578110099,17.08426857
12,1,244241920,585,1165.767578,97.09617615,9.309909821,-1.752690315,22.75202751
12,1,244241920,578,343.9099426,100.1898499,-9.457826614,-2.708562374,30.80780983
12,1,244241920,586,324.9494629,197.3917847,-7.699062347,0.209511727,25.59711456
12,1,244241920,577,1185.44751,133.1060181,9.575196266,-1.077023864,22.62626457
13,1,347979008,672,695.8158569,58.36083221,16.28780202,21.27771158,2.373747687
13,1,347979008,677,132.2724609,255.7233582,-0.23799867,19.10381183,2.533457074
13,1,347979008,743,816.772522,56.54115677,10.84882524,11.3410675,0.378898774
13,1,347979008,682,410.7811279,193.22435,8.818204564,33.48985427,3.013567985
13,1,347979008,651,496.4129028,165.2943878,26.1906118,68.8376925,5.709441321
13,1,347979008,748,570.8170166,258.9876709,6.953319367,16.00762515,-1.211455369
13,1,347979008,653,376.9761353,120.2687607,10.81551802,41.56600261,8.128128797
13,1,347979008,719,963.9246826,139.980011,12.13345362,10.35713041,-1.990547558
13,1,347979008,688,664.5718384,244.3282013,9.865459172,17.25024133,-2.042141011
13,1,347979008,690,405.8904724,61.75428009,6.936660904,20.42752626,4.964101447
13,1,347979008,692,568.4876099,183.1359863,1041.294411,2214.534781,40.42553001
13,1,347979008,725,707.0870972,12.85696602,10.14204698,12.69315583,2.020206129
13,1,347979008,664,177.9295349,54.84145737,2.379833826,24.2244717,8.180834235
13,1,347979008,665,285.1054077,126.3831024,4.507641771,27.65785717,6.076157772
13,1,347979008,669,234.6352234,166.9383545,2.600198345,27.23041834,5.311135663
13,1,347979008,754,1106.111816,327.6523438,5.788587716,5.26869491,-2.361894429
13,1,347979008,709,107.4735947,69.35215759,0.693453407,21.93159124,7.378700579
14,1,451595776,789,310.8337402,291.0119934,2.472586479,15.47170697,0.364446098
14,1,451595776,790,667.1836548,44.14165878,16.29383741,22.67838594,3.254006192
14,1,451595776,796,724.40448,80.86414337,17.19342957,21.86708076,1.286064171
14,1,451595776,798,174.3686676,281.0475464,0.681662521,18.20772818,1.625093744
14,1,451595776,801,396.2771301,286.7825928,3.594047423,14.8221097,-0.150620511
14,1,451595776,810,230.6697388,244.2178192,1.76247444,17.95813723,1.839955062
14,1,451595776,819,419.161499,160.8101501,12.082047,41.78290789,5.098656059
14,1,451595776,821,75.47576904,124.2270889,0.041901722,21.96584946,6.104805973
14,1,451595776,825,587.0341187,209.2471924,15.92110715,33.23359623,-0.931880237
14,1,451595776,831,318.665741,229.4747772,3.399524196,19.22244673,1.597118714
14,1,451595776,835,209.3188477,113.3344498,2.84938592,26.497371,6.7422035
14,1,451595776,839,632.5361328,201.3378296,27.05442979,48.82102446,-2.311693056
14,1,451595776,843,979.2076416,99.4004364,12.11497966,10.28473054,-1.358659693
14,1,451595776,845,204.4962921,61.97328568,3.268968058,25.87226505,8.03032619
14,1,451595776,846,823.9353027,330.3908691,6.418411938,9.078936544,-2.460087749
14,1,451595776,847,328.9253845,16.39009094,5.565942669,19.48225987,6.034294739
14,1,451595776,849,744.8723145,36.09082031,15.78383235,18.6392453,2.036194403
14,1,451595776,860,163.0606384,229.7150116,0.860378503,18.51294209,2.628270718
14,1,451595776,861,519.7541504,204.7570343,18.51390072,47.50083889,0.835943883
14,1,451595776,862,769.4122314,245.0381012,9.245758814,13.03815095,-2.243820357
14,1,451595776,869,667.9429321,285.4568787,7.069625676,13.01276412,-1.952786086
14,1,451595776,874,612.4629517,282.1419067,6.149914473,12.84137193,-1.473255229
14,1,451595776,764,451.223999,222.1779785,8.923051475,29.58586301,0.978348434
16,1,658959616,897,355.269104,248.7674103,4.786923673,21.56450235,1.027596331
16,1,658959616,930,745.5532837,169.8994141,22.17324049,29.76941295,-2.092089029
16,1,658959616,934,306.517395,345.531311,2.67083161,12.75925311,-0.232251118
16,1,658959616,929,154.0114441,358.1705933,1.404144974,13.06387943,0.297525523
16,1,658959616,903,344.1789246,171.4790039,8.095376281,37.93699503,5.368480875
16,1,658959616,904,1152.175171,128.0751038,13.24984982,9.903888666,-2.483963251
16,1,658959616,941,482.8246765,253.4171448,7.081363669,20.38591579,-0.290748343
16,1,658959616,945,1122.460083,82.82797241,13.01883619,9.88503748,-1.738532274
16,1,658959616,917,241.4716187,44.01412964,4.363270816,21.02932919,6.029019326
16,1,658959616,918,184.9238129,204.2525482,2.004502019,26.64403164,4.203742139
16,1,658959616,893,104.8138504,69.36158752,1.747012919,23.67542043,7.259773751
16,1,658959616,894,109.2628021,190.2580872,0.777512444,24.22859768,4.689119504
18,1,866301952,1024,819.4794312,151.5392609,17.62620564,21.17760271,-1.594718455
18,1,866301952,969,823.5606689,340.6060486,7.601743917,11.74351836,-2.287469839
18,1,866301952,1002,910.9525757,255.6807861,9.907624877,12.40725555,-2.303515099
18,1,866301952,983,444.6874084,113.5146027,14.36737464,39.78657407,6.455740619
18,1,866301952,984,364.1887207,81.4229126,8.641544636,28.45797328,6.110186939
18,1,866301952,1019,773.9699097,133.6677246,21.92041417,27.50084203,-0.833231747
18,1,866301952,1020,536.2858276,144.9221954,38.40365473,85.9019112,8.016515585
19,1,969922816,1153,762.7478638,101.6021271,21.57774485,27.29245706,0.459013861
19,1,969922816,1032,209.209198,300.8678894,3.074979729,19.44242459,0.936078838
19,1,969922816,1043,901.8604126,32.24481583,11.04315167,12.58544217,0.228963434
19,1,969922816,1048,665.3643799,91.47570038,16.95534732,26.026548,2.002518775
19,1,969922816,1054,432.5593567,62.74842453,12.25755448,32.04531187,6.792451992
19,1,969922816,1055,104.4302139,141.8130035,2.201133393,26.63266502,5.871775054
19,1,969922816,1058,182.7179413,161.2938232,3.519617852,29.48475632,5.559591346
19,1,969922816,1068,799.2867432,63.46056747,19.91208238,23.16958142,0.968206899
19,1,969922816,1084,552.9087524,257.8854675,9.312455884,21.6163884,-0.909189471
19,1,969922816,1096,242.9790192,204.0283203,4.124729241,21.12398375,2.452946194
19,1,969922816,1099,326.8750305,139.1611633,8.768995597,38.3871656,6.739345138
19,1,969922816,1101,733.1732178,274.0770569,10.78011477,17.61775988,-2.371419819
19,1,969922816,1105,394.1412964,54.45161057,10.16468544,29.01708089,6.582490761
19,1,969922816,1106,502.4660034,103.2470627,53.16933435,125.4000348,21.17446393
19,1,969922816,1115,694.3004761,174.1941986,28.16437979,43.00726037,-1.526438669
19,1,969922816,1121,636.6221313,113.5992203,23.13042478,38.07678656,2.749155883
19,1,969922816,1127,1058.130127,145.8912048,13.80464767,13.13872969,-2.156499031
19,1,969922816,1131,613.9042969,256.0427246,10.2211119,20.63980818,-1.403203144
19,1,969922816,1138,831.3775635,310.5020447,8.808462862,13.1779097,-2.303226711
19,1,969922816,1141,637.0776978,150.7072754,50.56639528,85.53561132,2.412217936
19,1,969922816,1146,667.5230103,319.593689,7.475445116,14.37491216,-1.71476308
19,1,969922816,1147,265.0375977,21.72122383,5.605446544,19.93265783,5.135932247
20,2,73665536,1280,468.2853699,233.7171478,11.85800476,35.34934507,0.567211128
20,2,73665536,1249,204.7064972,32.04445648,5.067721419,21.1723347,5.39620272
20,2,73665536,1250,711.0483398,337.6685791,7.756546401,14.16787068,-1.900904907
20,2,73665536,1227,719.8063354,109.9019547,17.7039855,25.2020923,0.699511765
20,2,73665536,1192,487.5275574,315.8621826,6.296389102,16.51339778,-0.83232506
20,2,73665536,1163,137.5698853,34.61585999,4.102476856,27.85295991,8.269314778
20,2,73665536,1264,895.2296753,115.4556732,16.34793436,18.1891617,-1.200996041
20,2,73665536,1231,224.5688782,249.5069427,3.943666571,20.01816462,1.573976201
20,2,73665536,1168,388.3591003,261.7161255,6.740452041,23.96094498,0.499717987
20,2,73665536,1203,658.9954224,40.55852509,15.3072379,23.22843666,2.952354356
20,2,73665536,1263,723.5219116,73.68301392,16.45862735,22.79418682,1.435308362
20,2,73665536,1278,641.1256104,331.5918274,7.25474625,14.69006425,-1.541686499
21,2,177281280,1344,514.2218628,313.6385498,6.986957542,17.23218961,-0.947032889
21,2,177281280,1315,78.51821899,118.9654083,2.80250907,26.84797631,6.131701975
21,2,177281280,1355,468.7518005,108.6743469,16.59830641,42.13023675,6.241964137
21,2,177281280,1297,627.2964478,33.64214706,16.33907468,26.29536273,3.878824488
21,2,177281280,1331,682.1569824,203.3972321,17.0010577,28.46382248,-1.567230309
21,2,177281280,1305,580.2556763,250.5359802,10.78957836,23.31330147,-1.056201394
21,2,177281280,1338,808.6764526,180.9579315,19.23064157,25.04324811,-2.423143857
22,2,281017344,1376,352.0648193,232.4176941,7.226969621,26.54513984,1.508646748
22,2,281017344,1408,760.9468994,139.6640167,23.82825411,32.07278932,-0.748022184
22,2,281017344,1360,279.28302,242.9308319,5.458582449,21.48343307,1.366911525
22,2,281017344,1426,642.4384766,327.4385071,8.179279404,16.45580055,-1.551659916
22,2,281017344,1428,353.3845825,86.96521759,9.821624285,31.9298586,6.146197087
22,2,281017344,1368,400.9293823,184.6542511,13.81458886,49.2184453,4.832639792
22,2,281017344,1371,409.7874756,125.9843369,14.6068617,45.43907011,6.891687501
22,2,281017344,1373,56.54221344,57.95949936,3.366352622,26.81869941,7.249246441
22,2,281017344,1374,261.7165527,104.2692795,6.561857496,26.0857321,4.829714022
23,2,384639232,1445,50.03229904,189.0981293,2.680416816,27.90518338,4.790353117
23,2,384639232,1446,209.791626,173.7195282,5.545634578,33.10697313,5.181811544
23,2,384639232,1482,514.2565918,246.2648468,11.16043421,27.75040003,-0.361555801
23,2,384639232,1452,170.0910492,276.8591919,4.389951357,21.60799351,1.431476187
23,2,384639232,1489,472.9214478,138.3448334,21.0576323,55.68348735,6.697064757
23,2,384639232,1492,551.4471436,202.0260315,32.64482563,75.76521111,0.922221384
24,2,488250112,1537,718.1588745,58.65719604,17.3495802,25.20823323,1.834145198
24,2,488250112,1604,249.4016418,27.01734543,7.510043244,25.45879612,5.775735568
24,2,488250112,1542,409.7282104,93.53968048,12.26794081,33.81432721,5.547670709
24,2,488250112,1580,640.5256348,253.1095276,13.08507168,25.2672632,-1.623489284
24,2,488250112,1548,261.1051331,236.9078064,6.055473395,22.88635718,1.593257535
24,2,488250112,1549,195.030304,234.8743744,5.291797507,22.6239485,1.943862246
24,2,488250112,1552,612.1984863,101.7914124,34.11353103,59.5112372,5.958163776
24,2,488250112,1588,805.2219849,69.16665649,17.42765613,22.66535756,0.57181803
24,2,488250112,1589,761.3561401,93.00556946,22.91388379,30.58910875,0.822697363
24,2,488250112,1590,284.4804382,88.26399994,9.102886954,36.0857637,7.595046227
24,2,488250112,1592,356.3096619,153.195755,9.930899127,33.83012964,4.32355003
24,2,488250112,1529,739.7941895,147.2590942,18.39305772,27.271444,-0.445996953
25,2,591987968,1636,450.7575073,172.3781891,20.79403146,61.85448141,5.647109856
25,2,591987968,1671,417.1242371,221.9315796,10.14317465,30.23564901,1.263222309
25,2,591987968,1644,359.0013123,27.50204086,11.44527859,32.32282715,7.274685872
25,2,591987968,1680,264.5639038,309.8105774,6.083445927,23.11259326,0.528074034
25,2,591987968,1650,297.7624207,192.4561768,8.850158655,40.51593681,4.721638202
25,2,591987968,1653,564.7392578,321.0981445,8.820166537,19.48628958,-1.138170123
25,2,591987968,1660,320.1760254,36.49428558,10.06087823,31.04826936,6.889759805
26,2,695832064,1762,481.6311646,316.337677,8.582394839,21.12141871,-0.734684544
26,2,695832064,1795,853.2914429,146.0258331,21.12101914,26.90476637,-1.801239939
26,2,695832064,1732,295.0044556,129.4729462,9.411844789,35.94893265,5.685679663
26,2,695832064,1788,542.4822998,239.5647583,13.94396899,32.43914264,-0.613617267
26,2,695832064,1800,144.8769073,305.5718079,5.500061327,21.39733243,0.960704518
26,2,695832064,1769,354.4277954,95.49661255,11.15650647,34.30254547,5.677854263
26,2,695832064,1776,609.3562622,255.8555908,12.99457993,26.66272442,-1.383152605
26,2,695832064,1748,225.8768463,42.34024429,8.463242409,33.63216478,7.975849265
26,2,695832064,1780,665.1564941,295.3580017,11.08773337,21.34001008,-1.67215352
26,2,695832064,1796,467.2540588,276.6930847,9.665050402,25.2925665,-0.386194603
26,2,695832064,1785,424.4017639,281.8293152,9.111878814,26.41978202,-0.154571005
26,2,695832064,1764,349.0348816,214.7099304,8.929043481,29.89444129,1.926145698
26,2,695832064,1723,245.8531799,240.8644562,6.68338078,25.7920977,1.741507825
26,2,695832064,1724,222.0329895,92.15943146,7.959865155,35.80185657,7.371351746
27,2,799366656,1824,663.2846069,60.11725235,23.64951491,37.10655938,3.535572054
27,2,799366656,1861,382.8175964,264.6626587,9.265071832,28.85645494,0.437072382
27,2,799366656,1830,691.9932861,83.16099548,23.39495143,35.65818398,2.100563773
27,2,799366656,1884,888.8272095,68.23006439,20.18757664,24.49905242,-0.267395017
27,2,799366656,1838,739.5944824,195.5325012,17.29217977,27.55889,-1.577267094
27,2,799366656,1872,975.8840942,70.42973328,18.18226124,21.22866699,-0.836623321
27,2,799366656,1873,206.8404846,155.67836,7.290657908,37.3395974,5.804135936
27,2,799366656,1874,464.8809509,232.0324707,13.00921654,35.72648223,0.499899401
27,2,799366656,1813,482.3406067,94.19600677,43.13276602,107.6855394,18.39237594
27,2,799366656,1851,220.5214386,284.379364,6.56175218,24.33116461,0.989881068
27,2,799366656,1820,286.7027283,298.374054,7.229096841,24.74501801,0.4875083
28,2,903083776,1888,391.0668335,153.4090576,15.89730188,52.09980161,6.029889837
28,2,903083776,1895,338.557373,119.2447891,10.93275235,34.10610691,4.570794794
28,2,903083776,1928,309.3992615,291.1843872,8.028326944,26.78094048,0.452540093
28,2,903083776,1944,630.1963501,226.1247711,18.17152507,35.19200965,-1.659483213
28,2,903083776,1914,60.40104675,176.5790863,4.961128644,32.35076187,4.943125955
28,2,903083776,1917,552.6273193,330.8227539,9.739503253,21.59105295,-1.160151333
29,3,6768384,1985,598.7859497,204.2448883,23.55201677,47.7300111,-0.986308356
29,3,6768384,2022,606.6766968,309.1854248,11.14490578,23.09276384,-1.368614229
29,3,6768384,1990,741.7068481,43.42160416,17.55047937,26.21030337,1.381937326
29,3,6768384,2025,413.0072632,211.8486176,14.85122082,47.15255166,2.32503539
29,3,6768384,1997,723.2042236,114.7797928,28.28959072,41.60669667,0.452993915
29,3,6768384,1999,481.4608154,307.3387451,10.00931603,24.08554255,-0.736228543
29,3,6768384,1970,127.5333939,40.23434448,7.620194783,34.49220063,7.897214499
29,3,6768384,1973,808.4922485,58.10387421,21.51656671,28.66643429,0.750479347
29,3,6768384,1979,191.6282959,293.2903748,7.019048014,27.21107696,1.091427202
29,3,6768384,1981,103.8619614,216.3166656,6.589899275,25.80906506,2.298424797
30,3,110441216,2050,634.1436768,52.58530426,23.62337477,39.15242823,4.08971534
30,3,110441216,2083,259.6641846,49.5884819,10.35272672,32.57859564,5.896957908
30,3,110441216,2084,365.7969666,265.5728149,10.24585891,31.03400369,0.548148329
30,3,110441216,2085,570.7294312,274.1581421,12.45450002,26.67856871,-1.057905107
30,3,110441216,2029,344.5653381,149.8570862,14.02399655,49.2351532,6.248382558
30,3,110441216,2096,558.0090332,236.7727661,15.70785458,34.591185,-0.823878792
30,3,110441216,2039,379.0837097,77.06254578,14.42326164,39.61411742,6.251893292
30,3,110441216,2074,116.4785156,188.6425476,6.557029605,35.88222525,4.7727713
31,3,214057216,2150,467.1159363,192.9998322,19.30767828,51.63617893,2.543527123
31,3,214057216,2183,732.6888428,85.09083557,28.64313605,40.89942235,1.583925218
31,3,214057216,2130,367.6856384,215.1473236,14.54289345,51.7483218,3.409152904
31,3,214057216,2174,691.6617432,199.6377411,18.33942293,31.692714,-1.215052163
31,3,214057216,2106,310.2496948,226.0103912,9.862443794,29.5545974,1.4931093
31,3,214057216,2171,873.3495483,38.71251678,21.57048868,27.46700617,0.480377782
31,3,214057216,2110,765.9951172,81.30484772,28.17476684,38.4271436,1.094550724
31,3,214057216,2175,484.4749146,256.7446899,13.30448258,32.86067345,-0.276288508
32,3,317668864,2212,264.3177795,312.1611328,9.137977007,28.6689247,0.467329326
32,3,317668864,2215,736.9275513,224.560379,16.47583638,27.93939666,-1.541868788
32,3,317668864,2218,409.4060059,108.6662521,18.64587391,51.39336229,7.360884641
32,3,317668864,2256,291.9212341,273.1418457,9.823929824,31.414258,0.991633381
32,3,317668864,2257,970.3278198,100.4144516,20.04009255,25.36059046,-1.214588833
32,3,317668864,2194,293.7159729,81.83937073,11.64643495,34.09409577,5.053671244
32,3,317668864,2228,85.54090118,341.6625671,7.436974523,27.10431362,0.907550629
32,3,317668864,2198,386.9382324,38.06529999,13.96977354,34.04019419,5.3833975
32,3,317668864,2236,124.9235535,117.0975952,8.280291138,37.36959892,6.387972006
32,3,317668864,2207,730.4371948,47.18583298,23.825541,34.64803712,2.299228074
33,3,421284864,2305,824.3809204,114.9033203,24.4230834,33.30452137,-0.766963
33,3,421284864,2275,85.38153839,33.42385864,8.870074017,34.06614825,6.850032153
33,3,421284864,2309,594.3880005,269.0582581,14.72179507,30.25626065,-1.226613275
33,3,421284864,2279,701.718689,21.94036102,24.4863687,36.48377165,3.474520053
33,3,421284864,2263,229.5431519,165.3697357,10.59054308,42.95409284,5.531697408
33,3,421284864,2316,442.9319763,228.1704559,16.25121231,44.73590537,1.132024085
33,3,421284864,2318,646.4230957,280.4303284,15.08030096,29.28898578,-1.718965042
33,3,421284864,2323,1079.11792,70.29615784,19.11060687,23.69762386,-1.149303399
33,3,421284864,2261,133.7148438,82.12825012,9.124291392,48.39888124,10.80226813
33,3,421284864,2295,661.5037231,106.2078629,31.53227823,51.0646353,2.600350994
33,3,421284864,2315,292.4804077,258.5506592,10.2796699,30.53210245,1.079135434
33,3,421284864,2266,313.9442749,120.6135483,14.48226801,49.49369504,7.588036608
33,3,421284864,2330,888.4961548,207.1391754,16.05505224,24.62203851,-1.604356152
34,3,524924928,2339,754.9623413,183.1875458,17.63337891,29.08035705,-1.055211317
34,3,524924928,2372,910.1202393,75.54216766,16.36465599,24.34081911,-0.27559135
34,3,524924928,2375,311.0761719,24.10403252,13.10548554,34.36880277,5.600484441
34,3,524924928,2345,108.5302887,187.5442047,8.090379459,41.08584661,5.353097066
34,3,524924928,2346,766.4577637,132.391098,29.8035045,42.57060646,-0.966163266
34,3,524924928,2348,432.233429,57.32028198,33.02233433,85.78219677,17.99075396
34,3,524924928,2362,724.161438,138.0326691,27.42068164,42.18149649,-0.398640081
35,3,628544768,2407,358.47995,89.01924133,16.52764848,46.85885323,6.988956833
35,3,628544768,2409,290.6526184,76.06867218,14.71677661,47.92599562,8.509051072
35,3,628544768,2444,843.6362305,45.56357956,24.37899173,32.63667603,0.511243186
35,3,628544768,2450,807.1121216,112.7157974,25.84930235,36.28134223,-0.734330459
35,3,628544768,2451,406.7843933,290.04776,12.398561,31.82864111,-0.164998396
35,3,628544768,2462,496.2437744,241.4562225,15.86122025,37.52270081,-0.174347334
35,3,628544768,2398,688.7543945,132.0546875,36.27381732,57.19506856,0.463890476
36,3,732256000,2503,254.219223,291.0915222,10.90747899,33.52885703,0.895394158
36,3,732256000,2474,493.5109558,195.3744507,22.97967555,56.67449844,1.846802679
36,3,732256000,2535,739.2432251,248.0091705,17.93283188,31.26610104,-2.011476989
36,3,732256000,2476,103.2344208,142.6206818,9.798995497,35.26213733,4.312842704
36,3,732256000,2479,371.7478638,53.70392609,38.70151938,124.4422377,31.30255304
36,3,732256000,2512,334.5455017,267.7739563,12.22476443,34.65746471,0.769618159
36,3,732256000,2491,578.5406494,247.894577,17.56203355,36.77790624,-1.114963123
36,3,732256000,2492,563.048645,325.2250977,13.43356584,28.39189055,-1.159916833
37,3,835870976,2593,694.5668945,198.7846527,33.68443799,56.2476077,-2.956634943
37,3,835870976,2595,794.9301147,17.99257278,24.80394506,34.89764917,1.6992046
37,3,835870976,2596,273.886261,267.771698,11.76458415,34.4972305,1.179546532
37,3,835870976,2565,696.5646973,60.35314941,24.4331456,38.68529716,2.12493484
37,3,835870976,2547,367.9133301,186.728241,17.86209459,57.24590037,4.877168318
37,3,835870976,2568,228.0927124,58.18256378,13.65734494,46.08064956,8.806735628
